Date,Open,High,Low,Close,Adj Close,Volume
2018-11-07,5655.732910,5710.083008,5655.566895,5710.907715,5710.907715,4321359168
2018-11-08,5704.325195,5718.562988,5664.927734,5676.859863,5676.859863,4103683993
2018-11-09,5667.555176,5682.311035,5621.541992,5632.302246,5632.302246,3834021298
2018-11-10,5632.751953,5678.324707,5632.028809,5653.572754,5653.572754,3268462772
2018-11-11,5657.462891,5665.948730,5601.040527,5661.895020,5661.895020,3478646911
2018-11-12,5662.039551,5679.335449,5668.666992,5675.686523,5675.686523,3826779310
2018-11-13,5678.321289,5671.408691,5608.106445,5621.903809,5621.903809,3981440268
2018-11-14,5614.610352,5651.367188,4891.944336,5072.282715,5072.282715,6540122837
2018-11-15,5070.337891,5103.982422,4742.370117,4987.667969,4987.667969,6209949223
2018-11-16,4985.274902,4993.836426,4814.954590,4882.035156,4882.035156,4622651782
2018-11-17,4884.688477,4884.688477,4833.009766,4864.482422,4864.482422,3768698770
2018-11-18,4869.220215,4950.385742,4869.220215,4927.896973,4927.896973,3645119265
2018-11-19,4925.349121,4925.349121,4228.887207,4253.278320,4253.278320,6146211678
2018-11-20,4246.361816,4325.117676,3758.260498,3914.934326,3914.934326,7411762371
2018-11-21,3926.268066,4108.708984,3821.099365,4041.602783,4041.602783,5374658783
2018-11-22,4049.931396,4064.772949,3828.334473,3828.597656,3828.597656,4006990218
2018-11-23,3824.002441,3863.336426,3676.019775,3833.607666,3833.607666,4296045244
2018-11-24,3834.119141,3891.793701,3346.856689,3422.345215,3422.345215,4126734063
2018-11-25,3422.362793,3633.762451,3160.732178,3537.531494,3537.531494,6021470398
2018-11-26,3541.829834,3617.831787,3211.142578,3334.840332,3334.840332,5715449728
2018-11-27,3322.750488,3420.365234,3235.728760,3381.917969,3381.917969,5309779005
2018-11-28,3383.467041,3858.087646,3383.467041,3744.877686,3744.877686,6403821651
2018-11-29,3754.661865,3886.449951,3642.705566,3756.497803,3756.497803,5709438582
2018-11-30,3765.352539,3794.583252,3467.999756,3549.296875,3549.296875,5343483250
2018-12-01,3555.654297,3807.377930,3507.279053,3722.878662,3722.878662,4748090193
2018-12-02,3710.566406,3799.592285,3632.398926,3650.523682,3650.523682,4640620690
2018-12-03,3656.446533,3664.173096,3382.031494,3429.272949,3429.272949,4482008546
2018-12-04,3422.391846,3579.513672,3369.523682,3488.168213,3488.168213,4432454213
2018-12-05,3489.999268,3501.039307,3308.425781,3308.425781,3308.425781,4673119431
2018-12-06,3308.180420,3417.479736,3095.351318,3095.351318,3095.351318,5167560339
2018-12-07,3087.584473,3087.584473,2881.198730,3004.021484,3004.021484,6004302076
2018-12-08,3005.754883,3079.656006,2943.161377,3053.366943,3053.366943,4659853943
2018-12-09,3050.831055,3237.706787,3047.200439,3168.852295,3168.852295,4337708091
2018-12-10,3167.974121,3196.638916,3056.520508,3084.092041,3084.092041,4420967997
2018-12-11,3079.719238,3091.149658,2996.700195,3024.589355,3024.589355,4148173620
2018-12-12,3021.435059,3109.474365,3013.322266,3065.845215,3065.845215,3639470296
2018-12-13,3066.132080,3068.712891,2902.290283,2916.662354,2916.662354,3822988659
2018-12-14,2914.689453,2930.049316,2836.927246,2867.300049,2867.300049,3866795553
2018-12-15,2868.637939,2896.387207,2822.041016,2862.239258,2862.239258,3140792551
2018-12-16,2861.808594,2922.903809,2859.637695,2876.576660,2876.576660,3311144225
2018-12-17,2877.338379,3170.844971,2876.710693,3124.268555,3124.268555,4766099159
2018-12-18,3123.275146,3253.785889,3066.173828,3249.050293,3249.050293,5196397947
2018-12-19,3258.677246,3463.315430,3238.545654,3289.634033,3289.634033,5981038213
2018-12-20,3286.493164,3665.837158,3276.359131,3608.391357,3608.391357,7791277058
2018-12-21,3608.070068,3666.056152,3390.392334,3426.889404,3426.889404,6337467427
2018-12-22,3428.243652,3530.072021,3391.002930,3530.072021,3530.072021,4929760951
2018-12-23,3536.062744,3589.165283,3499.034180,3516.363281,3516.363281,5408908807
2018-12-24,3517.243652,3750.702148,3517.243652,3576.951904,3576.951904,6350365580
2018-12-25,3578.753662,3586.549561,3297.537842,3342.621582,3342.621582,5394996031
2018-12-26,3346.593262,3411.186523,3310.973389,3395.228027,3395.228027,4688475417
2018-12-27,3392.916260,3407.929443,3188.728516,3197.248291,3197.248291,4487918526
2018-12-28,3195.960693,3459.712158,3178.294922,3429.697021,3429.697021,4922254447
2018-12-29,3437.190430,3464.519531,3339.224365,3339.224365,3339.224365,4362951863
2018-12-30,3340.951660,3411.224365,3318.955566,3379.538330,3379.538330,4170344379
2018-12-31,3380.236084,3366.611084,3242.279785,3256.927734,3256.927734,4056771164
2019-01-01,3260.419922,3358.304932,3235.652832,3353.505859,3353.505859,3772904282
2019-01-02,3358.422119,3481.464111,3323.570313,3483.446045,3483.446045,4633091490
2019-01-03,3473.871582,3471.459229,3355.364014,3368.355713,3368.355713,3977171075
2019-01-04,3363.948730,3392.450439,3333.139893,3385.297607,3385.297607,4254278768
2019-01-05,3380.257324,3426.704834,3367.014160,3374.292725,3374.292725,4508432437
2019-01-06,3366.679932,3590.927002,3357.765137,3572.601807,3572.601807,4905016564
2019-01-07,3574.443359,3586.811523,3515.712891,3506.494385,3506.494385,4554786508
2019-01-08,3509.339111,3591.637695,3492.503418,3518.607910,3518.607910,4632231428
2019-01-09,3519.371582,3549.938477,3510.328369,3492.605469,3492.605469,4427887595
2019-01-10,3491.710449,3515.612549,3181.476563,3197.257813,3197.257813,5974139645
2019-01-11,3192.723145,3239.570801,3169.443604,3215.769775,3215.769775,4830339183
2019-01-12,3215.427734,3225.897461,3186.506836,3192.196777,3192.196777,4165967738
2019-01-13,3190.075684,3203.931396,3093.601318,3100.221680,3100.221680,4084792180
2019-01-14,3104.109619,3249.573486,3098.569580,3230.380371,3230.380371,4926029291
2019-01-15,3228.391113,3241.083252,3171.643799,3180.917969,3180.917969,4851261531
2019-01-16,3181.456787,3237.273193,3177.526367,3206.829834,3206.829834,4732988810
2019-01-17,3203.914307,3230.761963,3179.520264,3228.888916,3228.888916,4796438707
2019-01-18,3228.488525,3232.405518,3198.430664,3217.801270,3217.801270,4401105431
2019-01-19,3212.996826,3306.381836,3212.996826,3280.021484,3280.021484,5239221707
2019-01-20,3277.274902,3293.058350,3150.602783,3168.373535,3168.373535,4911786934
2019-01-21,3167.809570,3172.102539,3130.117676,3145.284912,3145.284912,4401553439
2019-01-22,3144.659424,3185.601563,3115.655518,3172.096191,3172.096191,4676089688
2019-01-23,3172.926270,3190.161865,3132.524170,3148.845947,3148.845947,4772516490
2019-01-24,3148.331055,3199.286377,3134.045410,3183.176025,3183.176025,4652392026
2019-01-25,3188.943848,3194.637451,3150.447998,3156.998291,3156.998291,4618153557
2019-01-26,3156.953857,3205.380127,3151.367920,3158.251953,3158.251953,4469541555
2019-01-27,3160.204102,3167.203857,3129.027344,3140.374756,3140.374756,4881255301
2019-01-28,3140.627930,3142.062012,3008.073486,3036.359619,3036.359619,6044747641
2019-01-29,3034.983887,3042.308105,2973.738037,3015.454102,3015.454102,5157195714
2019-01-30,3012.242432,3059.731934,2998.615723,3035.265137,3035.265137,5184854539
2019-01-31,3034.592529,3061.366455,3011.675049,3020.302490,3020.302490,5093417572
2019-02-01,3023.147705,3056.474121,2998.878174,3044.247314,3044.247314,4733081624
2019-02-02,3041.350098,3075.093506,3026.468018,3073.150146,3073.150146,4426467434
2019-02-03,3068.854980,3073.436035,3010.158691,3023.359619,3023.359619,4402303328
2019-02-04,3026.678223,3036.474609,3006.614258,3024.732910,3024.732910,4663004052
2019-02-05,3021.285400,3045.831787,3017.621094,3038.158203,3038.158203,4581790350
2019-02-06,3040.582520,3041.703125,2990.384033,3003.624023,3003.624023,4823543077
2019-02-07,3004.479004,3023.773682,2992.611328,2998.157227,2998.157227,4414116828
2019-02-08,2999.833740,3262.938965,2990.340332,3237.059326,3237.059326,6829062223
2019-02-09,3241.301758,3248.678223,3219.208008,3240.964355,3240.964355,5437061453
2019-02-10,3242.728027,3263.156494,3212.017822,3258.583740,3258.583740,5547484136
2019-02-11,3263.374023,3263.954346,3229.372559,3234.709473,3234.709473,5565257065
2019-02-12,3229.674805,3237.483887,3208.133057,3223.957764,3223.957764,5718440360
2019-02-13,3223.150879,3237.432129,3196.408691,3224.065674,3224.065674,5715596001
2019-02-14,3223.752930,3237.303467,3191.997314,3202.042725,3202.042725,5551786978
2019-02-15,3202.770996,3236.491699,3202.755859,3205.250244,3205.250244,5392778873
2019-02-16,3200.345703,3233.604736,3200.345703,3213.196777,3213.196777,5253613477
2019-02-17,3216.358887,3258.122070,3203.808594,3252.190186,3252.190186,6231587653
2019-02-18,3250.539307,3480.385742,3248.778564,3461.663818,3461.663818,8759299472
2019-02-19,3458.170898,3550.250000,3457.109131,3480.855713,3480.855713,8760246807
2019-02-20,3480.332764,3527.264648,3459.408203,3525.297852,3525.297852,7662026836
2019-02-21,3525.846436,3538.560791,3477.775879,3486.701904,3486.701904,6856030209
2019-02-22,3485.425537,3533.866943,3483.810059,3532.994629,3532.994629,6903230070
2019-02-23,3527.164063,3674.789307,3500.535889,3653.833008,3653.833008,7869699502
2019-02-24,3656.418213,3713.912354,3346.897461,3359.558594,3359.558594,9517000488
2019-02-25,3356.702637,3446.437988,3357.589600,3416.384521,3416.384521,8199608659
2019-02-26,3412.857910,3424.978760,3379.692383,3382.942871,3382.942871,6961175395
2019-02-27,3385.929932,3414.516357,3330.305420,3384.327393,3384.327393,7295249060
2019-02-28,3382.491455,3434.394043,3381.430664,3389.312256,3389.312256,7385479037
2019-03-01,3388.581787,3437.394531,3387.197510,3394.986328,3394.986328,6739025250
2019-03-02,3391.234375,3408.201660,3370.835449,3398.930908,3398.930908,6665890978
2019-03-03,3397.040771,3409.650635,3372.877930,3381.982910,3381.982910,6376472408
2019-03-04,3380.150879,3401.706543,3293.708496,3317.817383,3317.817383,7964031008
2019-03-05,3316.484375,3454.646240,3303.940674,3445.985352,3445.985352,8998078794
2019-03-06,3446.609619,3468.378662,3427.740967,3450.862793,3450.862793,8110434720
2019-03-07,3450.373535,3484.552979,3442.310303,3493.002441,3493.002441,8558774818
2019-03-08,3494.585205,3514.063477,3449.360107,3472.416748,3472.416748,9469505717
2019-03-09,3466.560791,3549.040283,3464.636230,3527.745605,3527.745605,9609611742
2019-03-10,3530.291748,3530.291748,3491.600342,3518.216064,3518.216064,8647984408
2019-03-11,3520.121582,3531.014404,3464.798584,3468.384766,3468.384766,8993208390
2019-03-12,3467.080078,3482.302490,3431.087646,3463.680420,3463.680420,8691981778
2019-03-13,3467.057861,3464.028809,3446.145020,3447.834229,3447.834229,8356934390
2019-03-14,3446.351563,3493.291748,3451.313477,3470.221436,3470.221436,9267900197
2019-03-15,3472.791992,3505.314697,3457.903320,3494.711914,3494.711914,8288512017
2019-03-16,3497.349121,3597.169189,3495.370361,3572.190918,3572.190918,8696096120
2019-03-17,3571.302979,3576.951904,3534.856445,3555.384033,3555.384033,7261956175
2019-03-18,3560.247314,3594.797852,3533.960693,3557.131104,3557.131104,8509713345
2019-03-19,3557.382813,3595.558594,3546.391113,3585.598877,3585.598877,8230304628
2019-03-20,3585.180908,3579.555176,3552.505127,3576.836182,3576.836182,8904659506
2019-03-21,3573.741455,3596.863281,3524.140625,3542.431152,3542.431152,9522390586
2019-03-22,3541.725098,3586.815430,3530.906250,3558.986572,3558.986572,8183731459
2019-03-23,3557.876709,3581.906494,3551.907959,3569.474609,3569.474609,8471985632
2019-03-24,3568.888184,3573.784668,3547.015137,3560.789307,3560.789307,8095854344
2019-03-25,3562.510742,3573.089844,3478.057373,3502.470703,3502.470703,9155769653
2019-03-26,3507.794189,3534.563477,3494.652832,3534.563477,3534.563477,9497165017
2019-03-27,3534.148682,3632.138916,3531.162109,3631.979492,3631.979492,9683758088
2019-03-28,3632.922607,3649.548828,3598.241211,3623.731201,3623.731201,8330101742
2019-03-29,3622.544434,3662.805176,3590.794189,3652.061523,3652.061523,9729622878
2019-03-30,3646.502441,3828.884521,3612.438965,3659.444824,3659.444824,8672798331
2019-03-31,3658.372070,3664.654785,3647.794678,3657.865967,3657.865967,8059095555
2019-04-01,3657.873779,3711.023438,3650.339111,3710.858154,3710.858154,9065049147
2019-04-02,3709.759766,4378.117676,3708.283447,4354.895508,4354.895508,19021953657
2019-04-03,4355.743164,4722.585938,4352.803711,4422.508301,4422.508301,20364873584
2019-04-04,4421.103516,4502.374512,4308.969238,4386.386230,4386.386230,16263001737
2019-04-05,4386.220215,4505.315430,4382.774902,4488.186523,4488.186523,15003740653
2019-04-06,4488.286133,4638.907715,4448.568848,4508.803223,4508.803223,15086140497
2019-04-07,4511.455566,4666.121582,4500.422363,4634.541016,4634.541016,14847420752
2019-04-08,4635.320313,4739.822754,4577.841309,4699.305664,4699.305664,15239302854
2019-04-09,4699.436035,4699.436035,4582.141602,4619.988770,4619.988770,13067531219
2019-04-10,4619.262695,4810.051270,4609.578613,4722.057617,4722.057617,13750184451
2019-04-11,4722.468750,4748.882324,4451.706543,4497.265137,4497.265137,14701387025
2019-04-12,4494.346191,4516.770508,4391.529785,4500.679199,4500.679199,12092984942
2019-04-13,4500.069824,4533.914063,4475.963379,4506.911621,4506.911621,9571034992
2019-04-14,4506.179199,4586.133301,4469.249512,4571.382813,4571.382813,9192752356
2019-04-15,4571.028320,4595.400879,4444.608398,4482.450195,4482.450195,10872080100
2019-04-16,4482.173340,4641.778809,4471.072266,4639.527832,4639.527832,10295957065
2019-04-17,4640.038086,4674.558594,4611.700684,4649.068359,4649.068359,11010667480
2019-04-18,4648.747070,4736.942383,4647.564941,4715.563477,4715.563477,11798276027
2019-04-19,4715.548340,4745.770996,4657.029785,4716.388672,4716.388672,12254008323
2019-04-20,4716.698242,4765.010742,4709.333008,4746.688477,4746.688477,11711043211
2019-04-21,4744.903809,4766.286621,4674.642090,4726.600586,4726.600586,12212731492
2019-04-22,4724.683105,4816.105469,4699.219238,4795.597656,4795.597656,12968847994
2019-04-23,4795.597656,5023.041504,4790.311523,4964.707031,4964.707031,14137009893
2019-04-24,4963.701172,5035.355469,4858.919922,4899.657227,4899.657227,15284823497
2019-04-25,4901.143555,4978.442871,4653.117188,4678.542969,4678.542969,13765122793
2019-04-26,4678.353516,4833.077148,4649.991211,4732.407715,4732.407715,15070373647
2019-04-27,4732.518066,4760.227051,4691.431152,4722.169434,4722.169434,11752133720
2019-04-28,4725.266602,4771.132324,4714.505859,4740.140625,4740.140625,11498007295
2019-04-29,4739.846680,4758.270020,4664.009766,4690.791992,4690.791992,12278635854
2019-04-30,4691.556152,4782.432617,4658.425781,4771.259277,4771.259277,12375914347
2019-05-01,4770.998535,4817.553711,4767.233887,4823.619629,4823.619629,12213315362
2019-05-02,4823.375000,4938.747070,4813.427734,4927.245605,4927.245605,13106836445
2019-05-03,4927.529785,5258.241211,4912.934570,5147.044434,5147.044434,16704551999
2019-05-04,5147.859375,5252.875000,5037.452148,5203.150879,5203.150879,15675730777
2019-05-05,5203.062500,5205.555664,5091.224609,5181.746094,5181.746094,13240072049
2019-05-06,5177.912598,5178.901855,5053.339355,5130.174805,5130.174805,14048573270
2019-05-07,5129.096191,5354.233887,5125.355469,5209.499023,5209.499023,16109192274
2019-05-08,5227.395020,5349.604004,5178.430176,5342.549805,5342.549805,13681852074
2019-05-09,5342.405762,5510.973633,5342.405762,5503.882324,5503.882324,14961581150
2019-05-10,5504.837891,5727.324707,5486.549316,5678.451172,5678.451172,17287573052
2019-05-11,5679.179688,6527.839355,5675.646973,6413.687988,6413.687988,25697903986
2019-05-12,6412.562500,6679.946777,6066.274902,6205.382813,6205.382813,24718155882
2019-05-13,6204.320801,7169.190918,6140.264648,6958.033203,6958.033203,25533251460
2019-05-14,6951.398438,7357.649414,6867.759277,7134.912598,7134.912598,28587654704
2019-05-15,7130.716309,7334.357910,7043.246582,7321.372559,7321.372559,25291111829
2019-05-16,7311.985840,7424.996094,6916.608398,7057.222656,7057.222656,29685603684
2019-05-17,7058.916992,7095.832031,6304.857422,6578.515137,6578.515137,26933099173
2019-05-18,6576.516113,6671.117188,6495.752930,6513.402832,6513.402832,19128742817
2019-05-19,6510.496094,7400.848633,6510.496094,7342.637695,7342.637695,23200695811
2019-05-20,7341.952148,7345.336426,6881.747070,7142.940430,7142.940430,21346880688
2019-05-21,7142.636230,7222.896484,7028.534668,7131.446777,7131.446777,22502352529
2019-05-22,7125.145996,7164.845215,6827.572754,6884.596191,6884.596191,22159129021
2019-05-23,6882.326172,7104.402832,6765.669434,7047.166992,7047.166992,21867124559
2019-05-24,7047.812012,7266.781250,6996.731934,7128.090332,7128.090332,23130747309
2019-05-25,7132.118164,7243.941895,7108.996582,7185.599121,7185.599121,19860622351
2019-05-26,7187.974609,7749.451172,7071.500000,7737.375977,7737.375977,23799417119
2019-05-27,7738.140137,7958.872070,7730.750977,7866.871094,7866.871094,24969715870
2019-05-28,7864.172852,7868.135254,7713.465820,7808.071777,7808.071777,21693389184
2019-05-29,7806.844727,7857.729492,7596.376953,7775.354004,7775.354004,21076837662
2019-05-30,7777.394531,8089.799805,7387.274414,7473.814453,7473.814453,26273677417
2019-05-31,7474.545898,7671.149902,7301.193359,7660.288086,7660.288086,22660754298
2019-06-01,7659.696777,7705.938965,7577.272461,7650.920898,7650.920898,20090600620
2019-06-02,7652.222656,7866.532227,7648.436035,7824.938965,7824.938965,18138243074
2019-06-03,7823.854980,7825.913574,7296.105469,7299.265625,7299.265625,19565949474
2019-06-04,7301.036133,7301.036133,6722.485352,6849.163574,6849.163574,21868330503
2019-06-05,6846.117676,7017.315918,6821.556641,6968.260742,6968.260742,19380278436
2019-06-06,6964.165527,7064.058594,6715.220703,6936.570313,6936.570313,17270085103
2019-06-07,6940.559570,7168.859863,6908.077148,7095.006348,7095.006348,16883309532
2019-06-08,7088.676758,7124.060059,6913.007813,7015.779297,7015.779297,14573537200
2019-06-09,7011.851563,7035.048828,6696.885254,6791.208984,6791.208984,14672969020
2019-06-10,6794.925781,7107.662109,6701.435059,7068.955566,7068.955566,16513525776
2019-06-11,7072.413574,7093.687012,6866.020996,6997.714355,6997.714355,15100424923
2019-06-12,6995.701660,7256.763184,6937.423828,7211.592773,7211.592773,16851335707
2019-06-13,7212.595215,7368.254395,7160.825684,7296.713867,7296.713867,16550429436
2019-06-14,7296.634277,7756.908691,7257.343750,7741.944824,7741.944824,17659848879
2019-06-15,7738.306152,7889.141602,7674.767578,7870.661621,7870.661621,16359588799
2019-06-16,7873.391602,8313.682617,7849.450684,8017.551758,8017.551758,20812547519
2019-06-17,8012.591797,8390.819336,8012.591797,8302.839844,8302.839844,13863928895
2019-06-18,8316.304688,8327.391602,8043.961426,8109.805176,8109.805176,14152087499
2019-06-19,8107.458008,8276.997070,8098.856934,8253.925781,8253.925781,13837484833
2019-06-20,8253.515625,8496.760742,8178.448242,8435.329102,8435.329102,15801542085
2019-06-21,8431.881836,8909.284180,8365.234375,8909.284180,8909.284180,18112684983
2019-06-22,8936.832031,9798.749023,8876.332031,9398.578125,9398.578125,26342778750
2019-06-23,9394.186523,9889.308594,9263.343750,9536.269531,9536.269531,18446693859
2019-06-24,9533.896484,9713.699219,9324.582031,9659.918945,9659.918945,16906808632
2019-06-25,9656.475586,10372.481445,9656.475586,10372.481445,10372.481445,21886683363
2019-06-26,10361.629883,12135.598633,10339.588867,11443.038086,11443.038086,39654073839
2019-06-27,11443.823242,11707.297852,9228.685547,9833.768555,9833.768555,35154792499
2019-06-28,9815.620117,10936.820313,9605.715820,10903.563477,10903.563477,30835121525
2019-06-29,10897.791016,10897.919922,10113.562500,10509.895508,10509.895508,26297177039
2019-06-30,10485.833008,10718.986328,9504.909180,9520.881836,9520.881836,23990193993
2019-07-01,9503.080078,9870.463867,8938.224609,9376.392578,9376.392578,26028695677
2019-07-02,9381.308594,9656.795898,8618.661133,9566.484375,9566.484375,27469165572
2019-07-03,9581.500000,10603.716797,9581.500000,10597.433594,10597.433594,27285047218
2019-07-04,10607.577148,10636.914063,9894.574219,9937.920898,9937.920898,22967791101
2019-07-05,9927.080078,10166.069336,9646.300781,9772.969727,9772.969727,21220895891
2019-07-06,9776.605469,10346.726563,9776.605469,9979.533203,9979.533203,18779283841
2019-07-07,9987.604492,10281.101563,9926.337891,10198.811523,10198.811523,17251232976
2019-07-08,10195.026367,11008.816406,10146.700195,10953.472656,10953.472656,20935727857
2019-07-09,10952.988281,11399.497070,10905.512695,11221.008789,11221.008789,25137363014
2019-07-10,11219.996094,11672.978516,10405.086914,10797.560547,10797.560547,29868414975
2019-07-11,10782.639648,10787.060547,9915.953125,10096.293945,10096.293945,25417328757
2019-07-12,10092.416992,10559.655273,9919.601563,10473.773438,10473.773438,20861316438
2019-07-13,10471.238281,10496.793945,9669.352539,10098.285156,10098.285156,18652322461
2019-07-14,10088.216797,10150.426758,9080.853516,9098.846680,9098.846680,19948859649
2019-07-15,9100.425781,9811.165039,8868.985352,9674.610352,9674.610352,22540500855
2019-07-16,9675.999023,9808.359375,8423.459961,8452.749023,8452.749023,21539536705
2019-07-17,8447.763672,8879.264648,8166.900391,8633.601563,8633.601563,21882733799
2019-07-18,8638.252930,9552.590820,8358.309570,9472.157227,9472.157227,22366833498
2019-07-19,9461.033203,9516.807617,9113.320313,9378.670898,9378.670898,18459845871
2019-07-20,9374.293945,9840.711914,9307.906250,9589.967773,9589.967773,17997425920
2019-07-21,9599.222656,9656.543945,9248.769531,9448.137695,9448.137695,15270353604
2019-07-22,9445.113281,9493.153320,9058.403320,9229.929688,9229.929688,14576423508
2019-07-23,9233.178711,9276.841797,8848.762695,8877.623047,8877.623047,16007099892
2019-07-24,8865.932617,8891.996094,8625.369141,8806.174805,8806.174805,15615311858
2019-07-25,8803.634766,9110.589844,8742.775391,8892.676758,8892.676758,14195091511
2019-07-26,8893.830078,8897.020508,8715.552734,8863.532227,8863.532227,13017151606
2019-07-27,8864.306641,9130.253906,8451.546875,8510.954102,8510.954102,15102392964
2019-07-28,8523.480469,8603.148438,8311.523438,8582.595703,8582.595703,12343276122
2019-07-29,8578.389648,8700.257813,8520.017578,8542.986328,8542.986328,12377173980
2019-07-30,8545.842773,8702.759766,8472.812500,8610.653320,8610.653320,12394968227
2019-07-31,8607.630859,9109.954102,8669.586914,9109.954102,9109.954102,15022603972
2019-08-01,9102.560547,9458.067383,8976.669922,9386.741211,9386.741211,15493433951
2019-08-02,9388.884766,9594.118164,9350.029297,9454.787109,9454.787109,15720946670
2019-08-03,9455.779297,9840.061523,9441.600586,9727.650391,9727.650391,13800528601
2019-08-04,9727.565430,9913.295898,9546.568359,9875.908203,9875.908203,14881938032
2019-08-05,9867.402344,10613.419922,9867.402344,10500.031250,10500.031250,21235471599
2019-08-06,10503.357422,10960.326172,10078.773438,10243.875977,10243.875977,21093529993
2019-08-07,10241.916992,10733.745117,10195.099609,10658.732422,10658.732422,19810003942
2019-08-08,10669.506836,10691.392578,10330.717773,10697.322266,10697.322266,17415491000
2019-08-09,10685.517578,10699.817383,10449.039063,10516.327148,10516.327148,16258144339
2019-08-10,10515.103516,10563.061523,10038.477539,10065.183594,10065.183594,16067873849
2019-08-11,10061.385742,10281.453125,9944.437500,10281.453125,10281.453125,14074052012
2019-08-12,10285.912109,10285.912109,10119.526367,10148.331055,10148.331055,12167350642
2019-08-13,10150.457031,10191.115234,9686.146484,9749.752930,9749.752930,14926859587
2019-08-14,9742.889648,9743.235352,8997.945313,9021.052734,9021.052734,17941077695
2019-08-15,9009.011719,9361.324219,8687.370117,9280.875977,9280.875977,20610279832
2019-08-16,9288.035156,9479.050781,8894.214844,9350.391602,9350.391602,18231683056
2019-08-17,9336.316406,9420.950195,9091.140625,9221.871094,9221.871094,12418143563
2019-08-18,9223.008789,9452.520508,9120.339844,9327.295898,9327.295898,11720021193
2019-08-19,9331.008789,9849.555664,9301.200195,9849.555664,9849.555664,14471326152
2019-08-20,9849.917969,9876.574219,9575.647461,9699.050781,9699.050781,13564753835
2019-08-21,9699.956055,9731.685547,8977.408203,9140.374023,9140.374023,17556757969
2019-08-22,9145.227539,9231.165039,8852.957031,9139.012695,9139.012695,15423303692
2019-08-23,9145.374023,9302.128906,9095.387695,9271.415039,9271.415039,13920552878
2019-08-24,9271.129883,9271.746094,8892.230469,9042.080078,9042.080078,13750984650
2019-08-25,9042.771484,9167.404297,8977.783203,9097.291992,9097.291992,12700255536
2019-08-26,9087.928711,9435.245117,9087.928711,9342.159180,9342.159180,16609760859
2019-08-27,9344.463867,9351.583984,9083.462891,9184.275391,9184.275391,13311459751
2019-08-28,9200.777344,9274.475586,8767.688477,8799.738281,8799.738281,15880872157
2019-08-29,8801.059570,8801.059570,8503.275391,8598.343750,8598.343750,15411485578
2019-08-30,8602.542969,8786.068359,8532.566406,8718.021484,8718.021484,12348578279
2019-08-31,8717.445313,8785.218750,8656.780273,8746.569336,8746.569336,10403255190
2019-09-01,8746.504883,8913.098633,8703.469727,8877.674805,8877.674805,10412835971
2019-09-02,8877.125000,9477.750977,8869.838867,9436.462891,9436.462891,15730631502
2019-09-03,9435.870117,9785.122070,9419.951172,9681.073242,9681.073242,17665184989
2019-09-04,9678.932617,9755.400391,9474.758789,9600.941406,9600.941406,15172537667
